type,ndcnum,Strength_Per_Unit,MME_Conversion_Factor
Methadone,63874126503,10,3
Methadone,63874126506,10,3
Methadone,64019053825,40,3
Methadone,64019055367,10,3
Methadone,64019055467,10,3
Methadone,66336017030,5,3
Methadone,66336017060,5,3
Methadone,66336017062,5,3
Methadone,66336017090,5,3
Methadone,66336017094,5,3
Methadone,66336017130,10,3
Methadone,66336017142,10,3
Methadone,66336017156,10,3
Methadone,66336017160,10,3
Methadone,66336017162,10,3
Methadone,66336017190,10,3
Methadone,66336017194,10,3
Methadone,66336017198,10,3
Methadone,66689069430,10,3
Methadone,66689069439,10,3
Methadone,66689069479,10,3
Methadone,66689071116,1,3
Methadone,66689071216,2,3
Methadone,66689089840,40,3
Methadone,67877011601,10,3
Methadone,68084073801,10,3
Methadone,68084073811,10,3
Methadone,68084097732,40,3
Methadone,68084097733,40,3
Methadone,68115057100,10,3
Methadone,68115057200,5,3
Morphine,00034051310,200,1
Morphine,00034051312,200,1
Morphine,00034051325,200,1
Morphine,00034051410,15,1
Morphine,00034051412,15,1
Morphine,00034051425,15,1
Morphine,00034051490,15,1
Morphine,00034051510,30,1
Morphine,00034051512,30,1
Morphine,00034051525,30,1
Morphine,00034051545,30,1
Morphine,00034051550,30,1
Morphine,00034051590,30,1
Morphine,00034051610,60,1
Morphine,00034051612,60,1
Morphine,00034051625,60,1
Morphine,00034051690,60,1
Morphine,00034051710,100,1
Morphine,00034051712,100,1
Morphine,00034051725,100,1
Morphine,00034051790,100,1
Morphine,00054479025,15,1
Morphine,00054479029,15,1
Morphine,00054479225,60,1
Morphine,00054479325,100,1
Morphine,00054480519,30,1
Morphine,00054480525,30,1
Morphine,00054480527,30,1
Morphine,00054879024,15,1
Morphine,00054879211,60,1
Morphine,00054879311,100,1
Morphine,00054880524,30,1
Morphine,00172216260,15,1
Morphine,00172216360,30,1
Morphine,00172216460,60,1
Morphine,00172216560,100,1
Morphine,00172216660,200,1
Morphine,00228309011,30,1
Morphine,00228309111,60,1
Morphine,00228309211,90,1
Morphine,00228309311,120,1
Morphine,00228311611,45,1
Morphine,00228311711,75,1
Morphine,00228350106,10,1
Morphine,00228350111,10,1
Morphine,00228350206,20,1
Morphine,00228350211,20,1
Morphine,00228350306,30,1
Morphine,00228350311,30,1
Morphine,00228350406,50,1
Morphine,00228350411,50,1
Morphine,00228350506,60,1
Morphine,00228350511,60,1
Morphine,00228350606,80,1
Morphine,00228350611,80,1
Morphine,00228350706,100,1
Morphine,00228350711,100,1
Morphine,00228427011,15,1
Morphine,00228427111,30,1
Morphine,00228431111,60,1
Morphine,00228432311,100,1
Morphine,00228434711,200,1
Morphine,00310034110,100,1
Morphine,00310034139,100,1
Morphine,00310034160,100,1
Morphine,00310034210,20,1
Morphine,00310034239,20,1
Morphine,00310034250,20,1
Morphine,00310034260,20,1
Morphine,00310034510,50,1
Morphine,00310034539,50,1
Morphine,00310034550,50,1
Morphine,00310034560,50,1
Morphine,00378265801,15,1
Morphine,00378265901,30,1
Morphine,00378266001,60,1
Morphine,00378266101,100,1
Morphine,00378266201,200,1
Morphine,00406831501,15,1
Morphine,00406831505,15,1
Morphine,00406831523,15,1
Morphine,00406831532,15,1
Morphine,00406831562,15,1
Morphine,00406832001,200,1
Morphine,00406833001,30,1
Morphine,00406833005,30,1
Morphine,00406833023,30,1
Morphine,00406833032,30,1
Morphine,00406833062,30,1
Morphine,00406838001,60,1
Morphine,00406838005,60,1
Morphine,00406838023,60,1
Morphine,00406838032,60,1
Morphine,00406838062,60,1
Morphine,00406839001,100,1
Morphine,00406839005,100,1
Morphine,00406839023,100,1
Morphine,00406839062,100,1
Morphine,00591061701,100,1
Morphine,00591344901,20,1
Morphine,00591345001,30,1
Morphine,00591345101,50,1
Morphine,00591345201,60,1
Morphine,00591345301,100,1
Morphine,00591351101,15,1
Morphine,00591351201,30,1
Morphine,00591351301,60,1
Morphine,00591351401,100,1
Morphine,00591351501,200,1
Morphine,00591357601,80,1
Morphine,00591374001,15,1
Morphine,00591374101,30,1
Morphine,00591374201,60,1
Morphine,00591374301,100,1
Morphine,00591374401,200,1
Morphine,00832022500,10,1
Morphine,00832022550,10,1
Morphine,00832022600,20,1
Morphine,00832022650,20,1
Morphine,00832022700,30,1
Morphine,00832022750,30,1
Morphine,00832022800,50,1
Morphine,00832022850,50,1
Morphine,00832022900,60,1
Morphine,00832022950,60,1
Morphine,00832023000,80,1
Morphine,00832023050,80,1
Morphine,00832023300,100,1
Morphine,00832023350,100,1
Morphine,10544037228,30,1
Morphine,10544037256,30,1
Morphine,10544037928,30,1
Morphine,10544037930,30,1
Morphine,10544037956,30,1
Morphine,10544037960,30,1
Morphine,10544040128,15,1
Morphine,10544040156,15,1
Morphine,10544040160,15,1
Morphine,10544041428,15,1
Morphine,10544041456,15,1
Morphine,10544041460,15,1
Morphine,10544041660,60,1
Morphine,16590044060,10,1
Morphine,16590047330,120,1
Morphine,16590047360,120,1
Morphine,16590047372,120,1
Morphine,16590047390,120,1
Morphine,16590059330,60,1
Morphine,16590059360,60,1
Morphine,16590059390,60,1
Morphine,16590059430,30,1
Morphine,16590059460,30,1
Morphine,16590059490,30,1
Morphine,16590059730,90,1
Morphine,16590059760,90,1
Morphine,16590059790,90,1
Morphine,16590059830,60,1
Morphine,16590059856,60,1
Morphine,16590059860,60,1
Morphine,16590059890,60,1
Morphine,16590060630,50,1
Morphine,16590060660,50,1
Morphine,16590060690,50,1
Morphine,16590060730,30,1
Morphine,16590060745,30,1
Morphine,16590060756,30,1
Morphine,16590060760,30,1
Morphine,16590060762,30,1
Morphine,16590060772,30,1
Morphine,16590060790,30,1
Morphine,16590064530,15,1
Morphine,16590064545,15,1
Morphine,16590064556,15,1
Morphine,16590064560,15,1
Morphine,16590064562,15,1
Morphine,16590064572,15,1
Morphine,16590064575,15,1
Morphine,16590064590,15,1
Morphine,16590066030,30,1
Morphine,16590066056,30,1
Morphine,16590066060,30,1
Morphine,16590069530,60,1
Morphine,16590069560,60,1
Morphine,16590069572,60,1
Morphine,16590069590,60,1
Morphine,16590069630,100,1
Morphine,16590069660,100,1
Morphine,16590069672,100,1
Morphine,16590069690,100,1
Morphine,16590069730,20,1
Morphine,16590069760,20,1
Morphine,16590069790,20,1
Morphine,16590074060,100,1
Morphine,16590074073,100,1
Morphine,16590077830,80,1
Morphine,16590077860,80,1
Morphine,16590077890,80,1
Morphine,16590084230,75,1
Morphine,16590084260,75,1
Morphine,16590084271,120,1
Morphine,16590084290,75,1
Morphine,16590088456,60,1
Morphine,16590088530,200,1
Morphine,16590088560,200,1
Morphine,16590088590,200,1
Morphine,16590090730,45,1
Morphine,16590091215,15,1
Morphine,16590091230,15,1
Morphine,16590091245,15,1
Morphine,16590091256,15,1
Morphine,16590091260,15,1
Morphine,16590091262,15,1
Morphine,16590091272,15,1
Morphine,16590091275,15,1
Morphine,16590091290,15,1
Morphine,16590091930,60,1
Morphine,16590091960,60,1
Morphine,16590091972,60,1
Morphine,16590091990,60,1
Morphine,16590092130,100,1
Morphine,16590092160,100,1
Morphine,16590092172,100,1
Morphine,16590092190,100,1
Morphine,16590092315,30,1
Morphine,16590092330,30,1
Morphine,16590092345,30,1
Morphine,16590092360,30,1
Morphine,16590092372,30,1
Morphine,16590092390,30,1
Morphine,16590096230,100,1
Morphine,16590096260,100,1
Morphine,16590096272,100,1
Morphine,16590096290,100,1
Morphine,16590096430,60,1
Morphine,16590096460,60,1
Morphine,16590096482,60,1
Morphine,16590096490,60,1
Morphine,16590096615,15,1
Morphine,16590096630,15,1
Morphine,16590096645,15,1
Morphine,16590096656,15,1
Morphine,16590096660,15,1
Morphine,16590096662,15,1
Morphine,16590096690,15,1
Morphine,23490777701,30,1
Morphine,23490777703,30,1
Morphine,23490777706,30,1
Morphine,23490777709,30,1
Morphine,23490779201,15,1
Morphine,23490779203,15,1
Morphine,23490779206,15,1
Morphine,23490779209,15,1
Morphine,23490791203,60,1
Morphine,23490791206,60,1
Morphine,23490791209,60,1
Morphine,23490791303,100,1
Morphine,23490791306,100,1
Morphine,23490791309,100,1
Morphine,23490791403,200,1
Morphine,23490791406,200,1
Morphine,23490791409,200,1
Morphine,23490928003,30,1
Morphine,23490928006,30,1
Morphine,23490928009,30,1
Morphine,23490928103,100,1
Morphine,23490928106,100,1
Morphine,23490928109,100,1
Morphine,23490928203,200,1
Morphine,23490928206,200,1
Morphine,35356004700,10,1
Morphine,35356004730,10,1
Morphine,35356004760,10,1
Morphine,35356004800,20,1
Morphine,35356004830,20,1
Morphine,35356004860,20,1
Morphine,35356004890,20,1
Morphine,35356004900,30,1
Morphine,35356004930,30,1
Morphine,35356004960,30,1
Morphine,35356005000,50,1
Morphine,35356005030,50,1
Morphine,35356005060,50,1
Morphine,35356005100,60,1
Morphine,35356005130,60,1
Morphine,35356005160,60,1
Morphine,35356005200,100,1
Morphine,35356005230,100,1
Morphine,35356005260,100,1
Morphine,35356007600,80,1
Morphine,35356007630,80,1
Morphine,35356011800,60,1
Morphine,35356011830,60,1
Morphine,35356023800,30,1
Morphine,35356023830,30,1
Morphine,35356033300,90,1
Morphine,35356033330,90,1
Morphine,35356033400,60,1
Morphine,35356033500,15,1
Morphine,35356033530,15,1
Morphine,35356033560,15,1
Morphine,35356033590,15,1
Morphine,35356033600,100,1
Morphine,35356033700,200,1
Morphine,35356033800,30,1
Morphine,35356033900,120,1
Morphine,35356033930,120,1
Morphine,35356034710,15,1
Morphine,35356034810,30,1
Morphine,35356034910,60,1
Morphine,35356035010,100,1
Morphine,35356052130,100,1
Morphine,35356052160,100,1
Morphine,35356052190,100,1
Morphine,35356052830,200,1
Morphine,35356054830,45,1
Morphine,35356083301,60,1
Morphine,35356083330,60,1
Morphine,35356083360,60,1
Morphine,35356083390,60,1
Morphine,35356083601,15,1
Morphine,35356083630,15,1
Morphine,35356083660,15,1
Morphine,35356083690,15,1
Morphine,35356083730,200,1
Morphine,35356083801,30,1
Morphine,35356083830,30,1
Morphine,35356083860,30,1
Morphine,35356083890,30,1
Morphine,35356084130,100,1
Morphine,35356084160,100,1
Morphine,35356084190,100,1
Morphine,42549057228,30,1
Morphine,42549057256,30,1
Morphine,42549057928,30,1
Morphine,42549057930,30,1
Morphine,42549057956,30,1
Morphine,42549057960,30,1
Morphine,42549060128,15,1
Morphine,42549060156,15,1
Morphine,42549060160,15,1
Morphine,42549061428,15,1
Morphine,42549061456,15,1
Morphine,42549061460,15,1
Morphine,42549061660,60,1
Morphine,42549066430,30,1
Morphine,42549066460,30,1
Morphine,42549066490,30,1
Morphine,42549066815,30,1
Morphine,42549066828,30,1
Morphine,42858080101,15,1
Morphine,42858080201,30,1
Morphine,42858080301,60,1
Morphine,42858080401,100,1
Morphine,42858080501,200,1
Morphine,43063027230,15,1
Morphine,43063027260,15,1
Morphine,43063027290,15,1
Morphine,43063027430,30,1
Morphine,43063027460,30,1
Morphine,43063027490,30,1
Morphine,43063027560,60,1
Morphine,43063027590,60,1
Morphine,43063027598,60,1
Morphine,43063028090,100,1
Morphine,43063068430,60,1
Morphine,43063068460,60,1
Morphine,43063068490,60,1
Morphine,43063068830,30,1
Morphine,43063068860,30,1
Morphine,43063068890,30,1
Morphine,43063068960,15,1
Morphine,43063068990,15,1
Morphine,46987032211,20,1
Morphine,46987032311,50,1
Morphine,46987032411,100,1
Morphine,46987032511,30,1
Morphine,46987032611,60,1
Morphine,46987032711,40,1
Morphine,46987032811,70,1
Morphine,46987032911,130,1
Morphine,46987033011,150,1
Morphine,46987037711,200,1
Morphine,46987041011,10,1
Morphine,46987041211,80,1
Morphine,49884066501,20,1
Morphine,49884066601,30,1
Morphine,49884066701,50,1
Morphine,49884066801,60,1
Morphine,49884066901,80,1
Morphine,49884067001,100,1
Morphine,49884083301,20,1
Morphine,49884083401,30,1
Morphine,49884083501,50,1
Morphine,49884083601,60,1
Morphine,49884083701,80,1
Morphine,49884083801,100,1
Morphine,49999084501,15,1
Morphine,49999084530,15,1
Morphine,49999084560,15,1
Morphine,49999084590,15,1
Morphine,49999084601,30,1
Morphine,49999084630,30,1
Morphine,49999084660,30,1
Morphine,49999084690,30,1
Morphine,49999084701,60,1
Morphine,49999084730,60,1
Morphine,49999084760,60,1
Morphine,49999084790,60,1
Morphine,52544001160,10,1
Morphine,52544003260,30,1
Morphine,52544003960,40,1
Morphine,52544005260,50,1
Morphine,52544006360,60,1
Morphine,52544016460,100,1
Morphine,52544021160,20,1
Morphine,52544022060,200,1
Morphine,52544089660,80,1
Morphine,52959018502,15,1
Morphine,52959018530,15,1
Morphine,52959018560,15,1
Morphine,52959018590,15,1
Morphine,52959018902,100,1
Morphine,52959018930,100,1
Morphine,52959018960,100,1
Morphine,52959018990,100,1
Morphine,52959040602,30,1
Morphine,52959040630,30,1
Morphine,52959040660,30,1
Morphine,52959040690,30,1
Morphine,52959040930,60,1
Morphine,52959040960,60,1
Morphine,52959040990,60,1
Morphine,54868211500,30,1
Morphine,54868211501,30,1
Morphine,54868308100,15,1
Morphine,54868308101,15,1
Morphine,54868403300,30,1
Morphine,54868403301,30,1
Morphine,54868403302,30,1
Morphine,54868403303,30,1
Morphine,54868403304,30,1
Morphine,54868403305,30,1
Morphine,54868457100,20,1
Morphine,54868457101,20,1
Morphine,54868457102,20,1
Morphine,54868457200,50,1
Morphine,54868457201,50,1
Morphine,54868457202,50,1
Morphine,54868457300,100,1
Morphine,54868457301,100,1
Morphine,54868457302,100,1
Morphine,54868494100,30,1
Morphine,54868494101,30,1
Morphine,54868494102,30,1
Morphine,54868494200,60,1
Morphine,54868494201,60,1
Morphine,54868494300,90,1
Morphine,54868494301,90,1
Morphine,54868494400,120,1
Morphine,54868494401,120,1
Morphine,54868498100,30,1
Morphine,54868498101,30,1
Morphine,54868498102,30,1
Morphine,54868505400,60,1
Morphine,54868505401,60,1
Morphine,54868505402,60,1
Morphine,54868505403,60,1
Morphine,54868505404,60,1
Morphine,54868513200,15,1
Morphine,54868513201,15,1
Morphine,54868513202,15,1
Morphine,54868513203,15,1
Morphine,54868513204,15,1
Morphine,54868559000,100,1
Morphine,54868559001,100,1
Morphine,54868559002,100,1
Morphine,54868559003,100,1
Morphine,54868559004,100,1
Morphine,54868585000,60,1
Morphine,54868585001,60,1
Morphine,54868585002,60,1
Morphine,54868596400,10,1
Morphine,54868596401,10,1
Morphine,54868596402,10,1
Morphine,55700015860,20,1
Morphine,55700016130,100,1
Morphine,55700016230,50,1
Morphine,55700016260,50,1
Morphine,55700016360,30,1
Morphine,55700034960,20,1
Morphine,55700035060,30,1
Morphine,55700036601,15,1
Morphine,55700036630,15,1
Morphine,55700036660,15,1
Morphine,55700036690,15,1
Morphine,55700036701,30,1
Morphine,55700036730,30,1
Morphine,55700036760,30,1
Morphine,55700036790,30,1
Morphine,55700036801,60,1
Morphine,55700036830,60,1
Morphine,55700036860,60,1
Morphine,55700036890,60,1
Morphine,55700036930,100,1
Morphine,55700036960,100,1
Morphine,55700037030,200,1
Morphine,55887006860,30,1
Morphine,55887007260,15,1
Morphine,55887009230,30,1
Morphine,55887009330,60,1
Morphine,55887009360,60,1
Morphine,55887009430,100,1
Morphine,55887009460,100,1
Morphine,57866012301,60,1
Morphine,57866017901,120,1
Morphine,57866395101,15,1
Morphine,57866395102,15,1
Morphine,57866395104,15,1
Morphine,57866705101,30,1
Morphine,57866705102,30,1
Morphine,57866705103,30,1
Morphine,57866705201,60,1
Morphine,57866705202,60,1
Morphine,57866705203,60,1
Morphine,57866705204,60,1
Morphine,58177031004,15,1
Morphine,58177032004,30,1
Morphine,58177033004,60,1
Morphine,58177034004,100,1
Morphine,58177038004,200,1
Morphine,59011026005,15,1
Morphine,59011026010,15,1
Morphine,59011026105,30,1
Morphine,59011026125,30,1
Morphine,59011026205,60,1
Morphine,59011026210,60,1
Morphine,59011026305,100,1
Morphine,59011026310,100,1
Morphine,59011026410,200,1
Morphine,60760002330,50,1
Morphine,60760032260,20,1
Morphine,60760070160,15,1
Morphine,60760070190,15,1
Morphine,60760070290,30,1
Morphine,60793060301,45,1
Morphine,60793060401,75,1
Morphine,60793060501,30,1
Morphine,60793060601,60,1
Morphine,60793060701,90,1
Morphine,60793060801,120,1
Morphine,60951065270,15,1
Morphine,60951065285,15,1
Morphine,60951065370,30,1
Morphine,60951065385,30,1
Morphine,60951065570,60,1
Morphine,60951065585,60,1
Morphine,60951065870,100,1
Morphine,60951065885,100,1
Morphine,60951065970,200,1
Morphine,60999010110,15,1
Morphine,60999010210,30,1
Morphine,60999010310,60,1
Morphine,60999010410,100,1
Morphine,60999090010,15,1
Morphine,60999090110,30,1
Morphine,60999090210,60,1
Morphine,60999090310,100,1
Morphine,61919092330,30,1
Morphine,61919092360,30,1
Morphine,61919096660,15,1
Morphine,63304045001,15,1
Morphine,63304045101,30,1
Morphine,63304045201,100,1
Morphine,63304045301,200,1
Morphine,63304075801,60,1
Morphine,63629376401,60,1
Morphine,63629376402,60,1
Morphine,63629376403,60,1
Morphine,63629376501,120,1
Morphine,63629376601,30,1
Morphine,63629376602,30,1
Morphine,63629376701,90,1
Morphine,63629376702,90,1
Morphine,63629397501,60,1
Morphine,63629397502,60,1
Morphine,63629397503,60,1
Morphine,63629397601,15,1
Morphine,63629397901,30,1
Morphine,63629397902,30,1
Morphine,63629448301,15,1
Morphine,63629448302,15,1
Morphine,63629448303,15,1
Morphine,63629448304,15,1
Morphine,63629448305,15,1
Morphine,63629448308,15,1
Morphine,63629448401,30,1
Morphine,63629448402,30,1
Morphine,63629448403,30,1
Morphine,63629448404,30,1
Morphine,63629448405,30,1
Morphine,63629448406,30,1
Morphine,63629448408,30,1
Morphine,63629451401,100,1
Morphine,63629451402,100,1
Morphine,63629451403,100,1
Morphine,63629451501,60,1
Morphine,63629451502,60,1
Morphine,63629451503,60,1
Morphine,63629451504,60,1
Morphine,63629451505,60,1
Morphine,63629451506,60,1
Morphine,63629466701,200,1
Morphine,63629466702,200,1
Morphine,63629466703,200,1
Morphine,63629469501,60,1
Morphine,63857032206,20,1
Morphine,63857032211,20,1
Morphine,63857032306,50,1
Morphine,63857032311,50,1
Morphine,63857032406,100,1
Morphine,63857032411,100,1
Morphine,63857032506,30,1
Morphine,63857032511,30,1
Morphine,63857032606,60,1
Morphine,63857032611,60,1
Morphine,63857037711,200,1
Morphine,63857041011,10,1
Morphine,63857041211,80,1
Morphine,63874123403,30,1
Morphine,63874123406,30,1
Morphine,63874123503,60,1
Morphine,63874123506,60,1
Morphine,63874123803,15,1
Morphine,63874123806,15,1
Morphine,64365050503,30,1
Morphine,64365050603,60,1
Morphine,64365050702,90,1
Morphine,64365050802,120,1
Morphine,66336017230,15,1
Morphine,66336017260,15,1
Morphine,66336017290,15,1
Morphine,66336017330,30,1
Morphine,66336017360,30,1
Morphine,66336038130,50,1
Morphine,66336096330,60,1
Morphine,66336096360,60,1
Morphine,66336096390,60,1
Morphine,66336096460,100,1
Morphine,66336096490,100,1
Morphine,66479054010,15,1
Morphine,66479054025,15,1
Morphine,66479054110,30,1
Morphine,66479054125,30,1
Morphine,66479054210,60,1
Morphine,66479054225,60,1
Morphine,66479054310,100,1
Morphine,66479054325,100,1
Morphine,66591084141,15,1
Morphine,66591084142,15,1
Morphine,66591085141,30,1
Morphine,66591085142,30,1
Morphine,66591087141,100,1
Morphine,68071034530,30,1
Morphine,68071048030,50,1
Morphine,68071048460,60,1
Morphine,68071048490,60,1
Morphine,68084015701,15,1
Morphine,68084015711,15,1
Morphine,68084015801,30,1
Morphine,68084015811,30,1
Morphine,68084015901,60,1
Morphine,68084016001,100,1
Morphine,68084040301,15,1
Morphine,68084040311,15,1
Morphine,68084040401,30,1
Morphine,68084040411,30,1
Morphine,68084040501,60,1
Morphine,68084040511,60,1
Morphine,68084040601,100,1
Morphine,68084040611,100,1
Morphine,68382090301,15,1
Morphine,68382090401,30,1
Morphine,68382090501,60,1
Morphine,68382090601,100,1
Morphine,68382090701,200,1
Morphine,68387093560,15,1
Morphine,68387093660,15,1
Morphine,68387093690,15,1
Morphine,68387093760,30,1
Morphine,68387093790,30,1
Morphine,00115128201,100,1
Morphine,00115127701,20,1
Morphine,00115127801,30,1
Morphine,00115127901,50,1
Morphine,00115128001,60,1
Morphine,00115128101,80,1
Morphine,00904656061,100,1
Morphine,42858079901,100,1
Morphine,43386054301,100,1
Morphine,51862018801,100,1
Morphine,63629451404,100,1
Morphine,65597030410,100,1
Morphine,00904655761,15,1
Morphine,42858051501,15,1
Morphine,43386054001,15,1
Morphine,51862018501,15,1
Morphine,63739089910,15,1
Morphine,65597030110,15,1
Morphine,69344011111,15,1
Morphine,42858090001,200,1
Morphine,43386054401,200,1
Morphine,00904655861,30,1
Morphine,42858063101,30,1
Morphine,43386054101,30,1
Morphine,51862018601,30,1
Morphine,63739072610,30,1
Morphine,65597030210,30,1
Morphine,69344021111,30,1
Morphine,00904655961,60,1
Morphine,42858076001,60,1
Morphine,43386054201,60,1
Morphine,51862018701,60,1
Morphine,65597030310,60,1
Morphine,69344031111,60,1
Morphine,16590089730,20,1
Morphine,16590089760,20,1
Morphine,16590089960,50,1
Morphine,16590090330,80,1
Morphine,16590093230,60,1
Morphine,16590093260,60,1
Morphine,16590093290,60,1
Morphine,35356054930,60,1
Morphine,35356055030,100,1
Morphine,35356055130,20,1
Morphine,35356055230,30,1
Morphine,60793043001,20,1
Morphine,60793043020,20,1
Morphine,60793043101,30,1
Morphine,60793043120,30,1
Morphine,60793043301,50,1
Morphine,60793043320,50,1
Morphine,60793043401,60,1
Morphine,60793043420,60,1
Morphine,60793043501,80,1
Morphine,60793043520,80,1
Morphine,60793043701,100,1
Morphine,60793043720,100,1
Morphine,00002254902,10,1
Morphine,00002255002,15,1
Morphine,00002255102,30,1
Morphine,00034051810,15,1
Morphine,00034051815,15,1
Morphine,00034051910,30,1
Morphine,00034051930,30,1
Morphine,00034052101,2,1
Morphine,00034052102,2,1
Morphine,00034052103,2,1
Morphine,00034052201,4,1
Morphine,00034052202,4,1
Morphine,00034052203,4,1
Morphine,00034052301,20,1
Morphine,00034052302,20,1
Morphine,00034102510,15,1
Morphine,00034102515,15,1
Morphine,00034102610,30,1
Morphine,00034102630,30,1
Morphine,00054023524,15,1
Morphine,00054023525,15,1
Morphine,00054023624,30,1
Morphine,00054023625,30,1
Morphine,00054023741,2,1
Morphine,00054023749,2,1
Morphine,00054023755,2,1
Morphine,00054023763,2,1
Morphine,00054023849,4,1
Morphine,00054023863,4,1
Morphine,00054035244,20,1
Morphine,00054035250,20,1
Morphine,00054040441,20,1
Morphine,00054040444,20,1
Morphine,00054040450,20,1
Morphine,00054051741,20,1
Morphine,00054051744,20,1
Morphine,00054051750,20,1
Morphine,00054375144,20,1
Morphine,00054375150,20,1
Morphine,00054375158,20,1
Morphine,00054377444,20,1
Morphine,00054377450,20,1
Morphine,00054378549,2,1
Morphine,00054378563,2,1
Morphine,00054378649,4,1
Morphine,00054378663,4,1
Morphine,00054458225,15,1
Morphine,00054458325,30,1
Morphine,00054858224,15,1
Morphine,00054858324,30,1
Morphine,00054858516,2,1
Morphine,00054858604,2,1
Morphine,00054858616,2,1
Morphine,00054878111,4,1
Morphine,00054878511,4,1
Morphine,00054878811,20,1
Morphine,00054878911,4,1
Morphine,00186112385,20,1
Morphine,00186112495,2,1
Morphine,00245016704,20,1
Morphine,00245016731,20,1
Morphine,00406083012,20,1
Morphine,00406083015,20,1
Morphine,00406083024,20,1
Morphine,00406083030,20,1
Morphine,00406800312,20,1
Morphine,00406800315,20,1
Morphine,00406800324,20,1
Morphine,00406800330,20,1
Morphine,00527142535,20,1
Morphine,00527142536,20,1
Morphine,00527142562,20,1
Morphine,00527142563,20,1
Morphine,00574012730,20,1
Morphine,00574015312,20,1
Morphine,00574015330,20,1
Morphine,10544040228,15,1
Morphine,12280022300,15,1
Morphine,12280022400,30,1
Morphine,16590065830,15,1
Morphine,16590065845,15,1
Morphine,16590065856,15,1
Morphine,16590065860,15,1
Morphine,16590065882,15,1
Morphine,16590065890,15,1
Morphine,16590068330,30,1
Morphine,16590068345,30,1
Morphine,16590068360,30,1
Morphine,16590068383,30,1
Morphine,16590068390,30,1
Morphine,23490594500,15,1
Morphine,23490594501,15,1
Morphine,23490594502,15,1
Morphine,23490594601,30,1
Morphine,23490936003,10,1
Morphine,23490936006,10,1
Morphine,23490936009,10,1
Morphine,27808008201,20,1
Morphine,27808008202,20,1
Morphine,35356000808,20,1
Morphine,42549060228,15,1
Morphine,42549060256,15,1
Morphine,42549062328,15,1
Morphine,42549062356,15,1
Morphine,42549065928,30,1
Morphine,42549065930,30,1
Morphine,42549065956,30,1
Morphine,42549065960,30,1
Morphine,49999084830,15,1
Morphine,49999084860,15,1
Morphine,49999084890,15,1
Morphine,49999084930,30,1
Morphine,49999084960,30,1
Morphine,52959013860,15,1
Morphine,52959013890,15,1
Morphine,52959018202,30,1
Morphine,52959018230,30,1
Morphine,52959018260,30,1
Morphine,52959018290,30,1
Morphine,54198014450,2,1
Morphine,54198014504,20,1
Morphine,54868319100,15,1
Morphine,54868319101,15,1
Morphine,54868319102,15,1
Morphine,54868319103,15,1
Morphine,54868319104,15,1
Morphine,54868319105,15,1
Morphine,54868319106,15,1
Morphine,54868341600,20,1
Morphine,54868497300,30,1
Morphine,54868497301,30,1
Morphine,54868497302,30,1
Morphine,54868497303,30,1
Morphine,54868497304,30,1
Morphine,54868497305,30,1
Morphine,54868550800,20,1
Morphine,54868550801,20,1
Morphine,55289086330,30,1
Morphine,55289086360,30,1
Morphine,55289086390,30,1
Morphine,55887088730,15,1
Morphine,57664035831,2,1
Morphine,57664035835,2,1
Morphine,57664035931,4,1
Morphine,57664035935,4,1
Morphine,57866310601,30,1
Morphine,57866310602,30,1
Morphine,57866414901,15,1
Morphine,57866414902,15,1
Morphine,58177031304,15,1
Morphine,58177031404,30,1
Morphine,58177088601,20,1
Morphine,58177088603,20,1
Morphine,58177088605,20,1
Morphine,58177088656,20,1
Morphine,58177088657,20,1
Morphine,58177088880,20,1
Morphine,58177088981,20,1
Morphine,58521011050,2,1
Morphine,58521012058,20,1
Morphine,60432012200,2,1
Morphine,60432012217,2,1
Morphine,60432012300,4,1
Morphine,60432012317,4,1
Morphine,60432012404,20,1
Morphine,60432012408,20,1
Morphine,60432012430,20,1
Morphine,60793021101,30,1
Morphine,60793021201,15,1
Morphine,60793022401,20,1
Morphine,60793022404,20,1
Morphine,60793022408,20,1
Morphine,60793022753,4,1
Morphine,60793022853,2,1
Morphine,60951064874,20,1
Morphine,60951064880,20,1
Morphine,60951064891,20,1
Morphine,60999012010,15,1
Morphine,60999012110,30,1
Morphine,60999013001,2,1
Morphine,60999013101,4,1
Morphine,60999013201,20,1
Morphine,60999013202,20,1
Morphine,63304070601,10,1
Morphine,63304070701,15,1
Morphine,63304070801,30,1
Morphine,63629378901,30,1
Morphine,63629378902,30,1
Morphine,63629378903,30,1
Morphine,63629378904,30,1
Morphine,63629378907,30,1
Morphine,63629417501,15,1
Morphine,63629417502,15,1
Morphine,63629417503,15,1
Morphine,63629417504,15,1
Morphine,63629417507,15,1
Morphine,66336001390,15,1
Morphine,66336050230,30,1
Morphine,66336050260,30,1
Morphine,66336050290,30,1
Morphine,66479056003,20,1
Morphine,66479056012,20,1
Morphine,66479056024,20,1
Morphine,66689003201,2,1
Morphine,66689003204,2,1
Morphine,66689003216,2,1
Morphine,66689003250,2,1
Morphine,66689003301,4,1
Morphine,66689003304,4,1
Morphine,66689003316,4,1
Morphine,66689003350,4,1
Morphine,68071035260,15,1
Morphine,68094000159,2,1
Morphine,68094000162,2,1
Morphine,68094075458,20,1
Morphine,68094075558,20,1
Morphine,68462020201,15,1
Morphine,68462020205,15,1
Morphine,68462020301,30,1
